County-State,County,Population,Median household income,State Code,State
"Vinton County, Ohio",Vinton County,13234,40680,OH,Ohio
"Warren County, Ohio",Warren County,219916,74379,OH,Ohio
"Washington County, Ohio",Washington County,61351,43509,OH,Ohio
"Wayne County, Ohio",Wayne County,115371,50383,OH,Ohio
"Williams County, Ohio",Williams County,37386,42492,OH,Ohio
"Wood County, Ohio",Wood County,128885,53577,OH,Ohio
"Wyandot County, Ohio",Wyandot County,22467,47555,OH,Ohio
"Adair County, Oklahoma",Adair County,22236,33404,OK,Oklahoma
"Alfalfa County, Oklahoma",Alfalfa County,5755,50156,OK,Oklahoma
"Atoka County, Oklahoma",Atoka County,13906,36661,OK,Oklahoma
"Beaver County, Oklahoma",Beaver County,5530,52090,OK,Oklahoma
"Beckham County, Oklahoma",Beckham County,23300,48601,OK,Oklahoma
"Blaine County, Oklahoma",Blaine County,9810,41972,OK,Oklahoma
"Bryan County, Oklahoma",Bryan County,44003,38847,OK,Oklahoma
"Caddo County, Oklahoma",Caddo County,29495,40674,OK,Oklahoma
"Canadian County, Oklahoma",Canadian County,126193,64505,OK,Oklahoma
"Carter County, Oklahoma",Carter County,48442,44531,OK,Oklahoma
"Cherokee County, Oklahoma",Cherokee County,48097,38694,OK,Oklahoma
"Choctaw County, Oklahoma",Choctaw County,15120,30617,OK,Oklahoma
"Cimarron County, Oklahoma",Cimarron County,2341,46680,OK,Oklahoma
"Cleveland County, Oklahoma",Cleveland County,268614,56452,OK,Oklahoma
"Coal County, Oklahoma",Coal County,5812,38243,OK,Oklahoma
"Comanche County, Oklahoma",Comanche County,125531,46241,OK,Oklahoma
"Cotton County, Oklahoma",Cotton County,6112,46361,OK,Oklahoma
"Craig County, Oklahoma",Craig County,14744,38876,OK,Oklahoma
"Creek County, Oklahoma",Creek County,70761,45016,OK,Oklahoma
"Custer County, Oklahoma",Custer County,28978,46125,OK,Oklahoma
"Delaware County, Oklahoma",Delaware County,41409,37942,OK,Oklahoma
"Dewey County, Oklahoma",Dewey County,4863,50904,OK,Oklahoma
"Ellis County, Oklahoma",Ellis County,4121,50855,OK,Oklahoma
"Garfield County, Oklahoma",Garfield County,62192,48238,OK,Oklahoma
"Garvin County, Oklahoma",Garvin County,27455,40524,OK,Oklahoma
"Grady County, Oklahoma",Grady County,53612,52279,OK,Oklahoma
"Grant County, Oklahoma",Grant County,4517,50250,OK,Oklahoma
"Greer County, Oklahoma",Greer County,6117,40125,OK,Oklahoma
"Harmon County, Oklahoma",Harmon County,2866,31250,OK,Oklahoma
"Harper County, Oklahoma",Harper County,3766,48359,OK,Oklahoma
"Haskell County, Oklahoma",Haskell County,12850,35252,OK,Oklahoma
"Hughes County, Oklahoma",Hughes County,13785,35563,OK,Oklahoma
"Jackson County, Oklahoma",Jackson County,26056,41560,OK,Oklahoma
"Jefferson County, Oklahoma",Jefferson County,6333,33449,OK,Oklahoma
"Johnston County, Oklahoma",Johnston County,11022,38776,OK,Oklahoma
"Kay County, Oklahoma",Kay County,45587,42134,OK,Oklahoma
"Kingfisher County, Oklahoma",Kingfisher County,15302,60034,OK,Oklahoma
"Kiowa County, Oklahoma",Kiowa County,9302,39909,OK,Oklahoma
"Latimer County, Oklahoma",Latimer County,10774,39205,OK,Oklahoma
"Le Flore County, Oklahoma",Le Flore County,49899,36490,OK,Oklahoma
"Lincoln County, Oklahoma",Lincoln County,34504,45149,OK,Oklahoma
"Logan County, Oklahoma",Logan County,44493,55299,OK,Oklahoma
"Love County, Oklahoma",Love County,9663,44549,OK,Oklahoma
"McClain County, Oklahoma",McClain County,36512,56088,OK,Oklahoma
"McCurtain County, Oklahoma",McCurtain County,33143,32324,OK,Oklahoma
"McIntosh County, Oklahoma",McIntosh County,20280,36011,OK,Oklahoma
"Major County, Oklahoma",Major County,7700,51571,OK,Oklahoma
"Marshall County, Oklahoma",Marshall County,16014,40475,OK,Oklahoma
"Mayes County, Oklahoma",Mayes County,41007,42071,OK,Oklahoma
"Murray County, Oklahoma",Murray County,13733,47077,OK,Oklahoma
"Muskogee County, Oklahoma",Muskogee County,70224,39984,OK,Oklahoma
"Noble County, Oklahoma",Noble County,11506,48285,OK,Oklahoma
"Nowata County, Oklahoma",Nowata County,10555,39875,OK,Oklahoma
"Okfuskee County, Oklahoma",Okfuskee County,12248,36216,OK,Oklahoma
"Oklahoma County, Oklahoma",Oklahoma County,754480,47437,OK,Oklahoma
"Okmulgee County, Oklahoma",Okmulgee County,39446,38843,OK,Oklahoma
"Osage County, Oklahoma",Osage County,48054,45443,OK,Oklahoma
"Ottawa County, Oklahoma",Ottawa County,32085,36347,OK,Oklahoma
"Pawnee County, Oklahoma",Pawnee County,16499,45765,OK,Oklahoma
"Payne County, Oklahoma",Payne County,79423,37667,OK,Oklahoma
"Pittsburg County, Oklahoma",Pittsburg County,44961,42576,OK,Oklahoma
"Pontotoc County, Oklahoma",Pontotoc County,38055,43261,OK,Oklahoma
"Pottawatomie County, Oklahoma",Pottawatomie County,71136,44688,OK,Oklahoma
"Pushmataha County, Oklahoma",Pushmataha County,11226,32445,OK,Oklahoma
"Roger Mills County, Oklahoma",Roger Mills County,3780,50739,OK,Oklahoma
"Rogers County, Oklahoma",Rogers County,89190,58139,OK,Oklahoma
"Seminole County, Oklahoma",Seminole County,25481,36068,OK,Oklahoma
"Sequoyah County, Oklahoma",Sequoyah County,41464,35736,OK,Oklahoma
"Stephens County, Oklahoma",Stephens County,44806,43781,OK,Oklahoma
"Texas County, Oklahoma",Texas County,21588,50242,OK,Oklahoma
"Tillman County, Oklahoma",Tillman County,7715,37759,OK,Oklahoma
"Tulsa County, Oklahoma",Tulsa County,623335,49759,OK,Oklahoma
"Wagoner County, Oklahoma",Wagoner County,75391,55715,OK,Oklahoma
"Washington County, Oklahoma",Washington County,51760,50023,OK,Oklahoma
"Washita County, Oklahoma",Washita County,11649,49632,OK,Oklahoma
"Woods County, Oklahoma",Woods County,9033,55315,OK,Oklahoma
"Woodward County, Oklahoma",Woodward County,20986,55300,OK,Oklahoma
"Baker County, Oregon",Baker County,16052,41098,OR,Oregon
"Benton County, Oregon",Benton County,86495,49802,OR,Oregon
"Clackamas County, Oregon",Clackamas County,389438,65965,OR,Oregon
"Clatsop County, Oregon",Clatsop County,37382,46408,OR,Oregon
"Columbia County, Oregon",Columbia County,49389,53179,OR,Oregon
"Coos County, Oregon",Coos County,62775,38605,OR,Oregon
"Crook County, Oregon",Crook County,20956,37106,OR,Oregon
"Curry County, Oregon",Curry County,22338,40884,OR,Oregon
"Deschutes County, Oregon",Deschutes County,166622,51223,OR,Oregon
"Douglas County, Oregon",Douglas County,107194,41312,OR,Oregon
"Gilliam County, Oregon",Gilliam County,1883,44293,OR,Oregon
"Grant County, Oregon",Grant County,7276,38046,OR,Oregon
"Harney County, Oregon",Harney County,7229,37580,OR,Oregon
"Hood River County, Oregon",Hood River County,22749,55827,OR,Oregon
"Jackson County, Oregon",Jackson County,208363,44028,OR,Oregon
"Jefferson County, Oregon",Jefferson County,22061,46366,OR,Oregon
"Josephine County, Oregon",Josephine County,83409,37665,OR,Oregon
"Klamath County, Oregon",Klamath County,65972,40336,OR,Oregon
"Lake County, Oregon",Lake County,7842,32369,OR,Oregon
"Lane County, Oregon",Lane County,357060,44103,OR,Oregon
"Lincoln County, Oregon",Lincoln County,46347,42101,OR,Oregon
"Linn County, Oregon",Linn County,118971,45644,OR,Oregon
"Malheur County, Oregon",Malheur County,30551,35418,OR,Oregon
"Marion County, Oregon",Marion County,323259,48432,OR,Oregon
"Morrow County, Oregon",Morrow County,11204,50918,OR,Oregon
"Multnomah County, Oregon",Multnomah County,768418,54102,OR,Oregon
"Polk County, Oregon",Polk County,77264,52821,OR,Oregon
"Sherman County, Oregon",Sherman County,1795,38362,OR,Oregon
"Tillamook County, Oregon",Tillamook County,25430,42581,OR,Oregon
"Umatilla County, Oregon",Umatilla County,76738,48101,OR,Oregon
"Union County, Oregon",Union County,25745,43822,OR,Oregon
"Wallowa County, Oregon",Wallowa County,6857,40581,OR,Oregon
"Wasco County, Oregon",Wasco County,25492,43422,OR,Oregon
"Washington County, Oregon",Washington County,556210,66754,OR,Oregon
"Wheeler County, Oregon",Wheeler County,1348,33487,OR,Oregon
"Yamhill County, Oregon",Yamhill County,101119,53423,OR,Oregon
"Adams County, Pennsylvania",Adams County,101767,60356,PA,Pennsylvania
"Allegheny County, Pennsylvania",Allegheny County,1231145,53040,PA,Pennsylvania
"Armstrong County, Pennsylvania",Armstrong County,67979,44942,PA,Pennsylvania
"Beaver County, Pennsylvania",Beaver County,169785,50581,PA,Pennsylvania
"Bedford County, Pennsylvania",Bedford County,49086,45930,PA,Pennsylvania
"Berks County, Pennsylvania",Berks County,413965,55936,PA,Pennsylvania
"Blair County, Pennsylvania",Blair County,126448,43981,PA,Pennsylvania
"Bradford County, Pennsylvania",Bradford County,62228,48987,PA,Pennsylvania
"Bucks County, Pennsylvania",Bucks County,626583,77568,PA,Pennsylvania
"Butler County, Pennsylvania",Butler County,185689,60934,PA,Pennsylvania
"Cambria County, Pennsylvania",Cambria County,139381,42107,PA,Pennsylvania
"Cameron County, Pennsylvania",Cameron County,4869,39897,PA,Pennsylvania
"Carbon County, Pennsylvania",Carbon County,64634,49973,PA,Pennsylvania
"Centre County, Pennsylvania",Centre County,157823,52186,PA,Pennsylvania
"Chester County, Pennsylvania",Chester County,509797,85976,PA,Pennsylvania
"Clarion County, Pennsylvania",Clarion County,39454,42536,PA,Pennsylvania
"Clearfield County, Pennsylvania",Clearfield County,81343,42257,PA,Pennsylvania
"Clinton County, Pennsylvania",Clinton County,39614,45078,PA,Pennsylvania
"Columbia County, Pennsylvania",Columbia County,66912,45374,PA,Pennsylvania
"Crawford County, Pennsylvania",Crawford County,87343,44579,PA,Pennsylvania
"Cumberland County, Pennsylvania",Cumberland County,241427,61820,PA,Pennsylvania
"Dauphin County, Pennsylvania",Dauphin County,271094,53754,PA,Pennsylvania
"Delaware County, Pennsylvania",Delaware County,561683,65123,PA,Pennsylvania
"Elk County, Pennsylvania",Elk County,31370,46671,PA,Pennsylvania
"Erie County, Pennsylvania",Erie County,279858,45971,PA,Pennsylvania
"Fayette County, Pennsylvania",Fayette County,134851,39636,PA,Pennsylvania
"Forest County, Pennsylvania",Forest County,7581,35533,PA,Pennsylvania
"Franklin County, Pennsylvania",Franklin County,152285,53916,PA,Pennsylvania
"Fulton County, Pennsylvania",Fulton County,14694,48311,PA,Pennsylvania
"Greene County, Pennsylvania",Greene County,37938,46661,PA,Pennsylvania
"Huntingdon County, Pennsylvania",Huntingdon County,45906,44396,PA,Pennsylvania
"Indiana County, Pennsylvania",Indiana County,87895,45195,PA,Pennsylvania
"Jefferson County, Pennsylvania",Jefferson County,44756,42903,PA,Pennsylvania
"Juniata County, Pennsylvania",Juniata County,24829,47398,PA,Pennsylvania
"Lackawanna County, Pennsylvania",Lackawanna County,213459,46271,PA,Pennsylvania
"Lancaster County, Pennsylvania",Lancaster County,530216,57721,PA,Pennsylvania
"Lawrence County, Pennsylvania",Lawrence County,89162,44571,PA,Pennsylvania
"Lebanon County, Pennsylvania",Lebanon County,135776,55499,PA,Pennsylvania
"Lehigh County, Pennsylvania",Lehigh County,356756,56117,PA,Pennsylvania
"Luzerne County, Pennsylvania",Luzerne County,320095,45897,PA,Pennsylvania
"Lycoming County, Pennsylvania",Lycoming County,116656,47313,PA,Pennsylvania
"McKean County, Pennsylvania",McKean County,42884,43965,PA,Pennsylvania
"Mercer County, Pennsylvania",Mercer County,115320,44156,PA,Pennsylvania
"Mifflin County, Pennsylvania",Mifflin County,46675,41288,PA,Pennsylvania
"Monroe County, Pennsylvania",Monroe County,167881,57365,PA,Pennsylvania
"Montgomery County, Pennsylvania",Montgomery County,812970,80675,PA,Pennsylvania
"Montour County, Pennsylvania",Montour County,18508,54648,PA,Pennsylvania
"Northampton County, Pennsylvania",Northampton County,299616,60972,PA,Pennsylvania
"Northumberland County, Pennsylvania",Northumberland County,94006,42406,PA,Pennsylvania
"Perry County, Pennsylvania",Perry County,45677,57177,PA,Pennsylvania
"Philadelphia County, Pennsylvania",Philadelphia County,1555072,38253,PA,Pennsylvania
"Pike County, Pennsylvania",Pike County,56632,60180,PA,Pennsylvania
"Potter County, Pennsylvania",Potter County,17377,40654,PA,Pennsylvania
"Schuylkill County, Pennsylvania",Schuylkill County,146360,45535,PA,Pennsylvania
"Snyder County, Pennsylvania",Snyder County,40046,49917,PA,Pennsylvania
"Somerset County, Pennsylvania",Somerset County,76617,44587,PA,Pennsylvania
"Sullivan County, Pennsylvania",Sullivan County,6381,44189,PA,Pennsylvania
"Susquehanna County, Pennsylvania",Susquehanna County,42369,50477,PA,Pennsylvania
"Tioga County, Pennsylvania",Tioga County,42284,46494,PA,Pennsylvania
"Union County, Pennsylvania",Union County,44958,49803,PA,Pennsylvania
"Venango County, Pennsylvania",Venango County,53906,43644,PA,Pennsylvania
"Warren County, Pennsylvania",Warren County,40962,44020,PA,Pennsylvania
"Washington County, Pennsylvania",Washington County,208226,56450,PA,Pennsylvania
"Wayne County, Pennsylvania",Wayne County,51642,49919,PA,Pennsylvania
"Westmoreland County, Pennsylvania",Westmoreland County,361251,52247,PA,Pennsylvania
"Wyoming County, Pennsylvania",Wyoming County,28147,51004,PA,Pennsylvania
"York County, Pennsylvania",York County,439660,58269,PA,Pennsylvania
"Bristol County, Rhode Island",Bristol County,49176,72458,RI,Rhode Island
"Kent County, Rhode Island",Kent County,164958,64383,RI,Rhode Island
"Newport County, Rhode Island",Newport County,82663,69526,RI,Rhode Island
"Providence County, Rhode Island",Providence County,630459,49743,RI,Rhode Island
"Washington County, Rhode Island",Washington County,126405,72807,RI,Rhode Island
"Abbeville County, South Carolina",Abbeville County,24997,34799,SC,South Carolina
"Aiken County, South Carolina",Aiken County,163908,45759,SC,South Carolina
"Allendale County, South Carolina",Allendale County,9838,25327,SC,South Carolina
"Anderson County, South Carolina",Anderson County,191215,42143,SC,South Carolina
"Bamberg County, South Carolina",Bamberg County,15432,31314,SC,South Carolina
"Barnwell County, South Carolina",Barnwell County,22098,34336,SC,South Carolina
"Beaufort County, South Carolina",Beaufort County,171420,57048,SC,South Carolina
"Berkeley County, South Carolina",Berkeley County,193613,52506,SC,South Carolina
"Calhoun County, South Carolina",Calhoun County,14958,43531,SC,South Carolina
"Charleston County, South Carolina",Charleston County,372904,53437,SC,South Carolina
"Cherokee County, South Carolina",Cherokee County,55863,35389,SC,South Carolina
"Chester County, South Carolina",Chester County,32556,31914,SC,South Carolina
"Chesterfield County, South Carolina",Chesterfield County,46192,32083,SC,South Carolina
"Clarendon County, South Carolina",Clarendon County,34178,33162,SC,South Carolina
"Colleton County, South Carolina",Colleton County,38004,32804,SC,South Carolina
"Darlington County, South Carolina",Darlington County,67922,35409,SC,South Carolina
"Dillon County, South Carolina",Dillon County,31435,28938,SC,South Carolina
"Dorchester County, South Carolina",Dorchester County,145715,54901,SC,South Carolina
"Edgefield County, South Carolina",Edgefield County,26466,46637,SC,South Carolina
"Fairfield County, South Carolina",Fairfield County,23108,36004,SC,South Carolina
"Florence County, South Carolina",Florence County,138330,42080,SC,South Carolina
"Georgetown County, South Carolina",Georgetown County,60572,42835,SC,South Carolina
"Greenville County, South Carolina",Greenville County,474903,50540,SC,South Carolina
"Greenwood County, South Carolina",Greenwood County,69771,37060,SC,South Carolina
"Hampton County, South Carolina",Hampton County,20473,31410,SC,South Carolina
"Horry County, South Carolina",Horry County,290730,43299,SC,South Carolina
